,Player,Year,PTS,AST,MVP Votes
4054,Julian Wright,2011,3.6,1.1,0.0
4055,Leandro Barbosa,2011,13.3,2.1,0.0
4056,Linas Kleiza,2011,11.2,1.0,0.0
4057,Marcus Banks,2011,2.0,1.0,0.0
4058,Reggie Evans,2011,4.4,1.3,0.0
4059,Ronald Dupree,2011,0.7,0.3,0.0
4060,Solomon Alabi,2011,0.5,0.2,0.0
4061,Sonny Weems,2011,9.2,1.8,0.0
4062,Alexis Ajinça,2015,6.5,0.7,0.0
4064,Dante Cunningham,2015,5.2,0.8,0.0
4065,Darius Miller,2015,0.4,0.4,0.0
4040,Stephen Graham,2010,4.2,0.3,0.0
4038,Nazr Mohammed,2010,7.9,0.5,0.0
4067,Eric Gordon,2015,13.4,3.8,0.0
4037,Larry Hughes,2010,9.1,3.0,0.0
4014,Andre Brown,2009,1.0,0.3,0.0
4015,Boris Diaw,2009,13.2,4.1,0.0
4016,Cartier Martin,2009,2.6,0.4,0.0
4017,D.J. Augustin,2009,11.8,3.5,0.0
4018,DeSagana Diop,2009,2.3,0.4,0.0
4019,Dontell Jefferson,2009,4.8,1.5,0.0
4020,Dwayne Jones,2009,2.0,0.0,0.0
4021,Emeka Okafor,2009,13.2,0.6,0.0
4022,Gerald Wallace,2009,16.6,2.7,0.0
4023,Juwan Howard,2009,4.1,0.6,0.0
4024,Nazr Mohammed,2009,2.7,0.2,0.0
4025,Raja Bell,2009,11.9,2.1,0.0
4026,Raymond Felton,2009,14.2,6.7,0.0
4027,Sean May,2009,3.9,0.4,0.0
4028,Sean Singletary,2009,2.4,0.8,0.0
4029,Vladimir Radmanović,2009,6.9,1.0,0.0
4030,Alexis Ajinça,2010,1.7,0.0,0.0
4031,Boris Diaw,2010,11.3,4.0,0.0
4032,D.J. Augustin,2010,6.4,2.4,0.0
4033,DeSagana Diop,2010,1.2,0.2,0.0
4034,Derrick Brown,2010,3.3,0.3,0.0
4035,Gerald Henderson,2010,2.6,0.3,0.0
4036,Gerald Wallace,2010,18.2,2.1,0.0
4066,Elliot Williams,2015,2.8,0.9,0.0
4068,Gal Mekel,2015,1.5,3.3,0.0
4122,Jakob Poeltl,2018,6.9,0.7,0.0
4095,Ryan Anderson,2016,17.0,1.1,0.0
4097,Toney Douglas,2016,8.7,2.6,0.0
4098,Tyreke Evans,2016,15.2,6.6,0.0
4099,Ömer Aşık,2016,4.0,0.4,0.0
4100,Alexis Ajinça,2017,5.3,0.3,0.0
4102,Axel Toupane,2017,2.8,0.0,0.0
4103,Cheick Diallo,2017,5.1,0.2,0.0
4104,Dante Cunningham,2017,6.6,0.6,0.0
4105,DeMarcus Cousins,2017,27.0,4.6,0.0
4106,Donatas Motiejūnas,2017,4.4,0.9,0.0
4107,E'Twaun Moore,2017,9.6,2.2,0.0
4108,Hollis Thompson,2017,5.1,0.9,0.0
4109,Jarrett Jack,2017,3.0,2.5,0.0
4110,Jordan Crawford,2017,14.1,3.0,0.0
4111,Jrue Holiday,2017,15.4,7.3,0.0
4112,Quinn Cook,2017,5.6,1.9,0.0
4113,Reggie Williams,2017,4.5,0.7,0.0
4114,Solomon Hill,2017,7.0,1.8,0.0
4115,Tim Frazier,2017,7.1,5.2,0.0
4116,Ömer Aşık,2017,2.7,0.5,0.0
4117,Alfonzo McKinnie,2018,1.5,0.1,0.0
4118,C.J. Miles,2018,10.0,0.8,0.0
4120,Delon Wright,2018,8.0,2.9,0.0
4121,Fred VanVleet,2018,8.6,3.2,0.0
4096,Tim Frazier,2016,5.1,3.2,0.0
4094,Orlando Johnson,2016,3.7,0.3,0.0
4069,Jeff Withey,2015,2.6,0.3,0.0
4093,Norris Cole,2016,10.6,3.7,0.0
4070,Jimmer Fredette,2015,3.6,1.2,0.0
4071,John Salmons,2015,2.0,0.6,0.0
4072,Jrue Holiday,2015,14.8,6.9,0.0
4073,Luke Babbitt,2015,4.1,0.4,0.0
4074,Nate Wolters,2015,2.0,1.0,0.0
4075,Norris Cole,2015,7.6,3.4,0.0
4076,Quincy Pondexter,2015,7.2,1.3,0.0
4077,Ryan Anderson,2015,13.7,0.9,0.0
4078,Toney Douglas,2015,4.3,2.0,0.0
4079,Tyreke Evans,2015,16.6,6.6,0.0
4080,Ömer Aşık,2015,7.3,0.9,0.0
4081,Alexis Ajinça,2016,6.0,0.5,0.0
4082,Alonzo Gee,2016,4.5,1.0,0.0
4083,Anthony Davis,2016,24.3,1.9,0.0
4084,Bryce Dejean-Jones,2016,5.6,1.1,0.0
4085,Dante Cunningham,2016,6.1,1.0,0.0
4086,Eric Gordon,2016,15.2,2.7,0.0
4087,James Ennis III,2016,7.2,1.0,0.0
4088,Jordan Hamilton,2016,11.4,2.3,0.0
4089,Jrue Holiday,2016,16.8,6.0,0.0
4090,Kendrick Perkins,2016,2.5,0.8,0.0
4091,Luke Babbitt,2016,7.0,1.1,0.0
4092,Nate Robinson,2016,0.0,2.0,0.0
4235,Charles Oakley,1997,10.8,2.8,0.0
4237,Chris Childs,1997,9.3,6.1,0.0
4459,Eduardo Nájera,2008,5.9,1.2,0.0
4388,Steve Blake,2015,4.3,3.6,0.0
4376,Allen Crabbe,2015,3.3,0.8,0.0
4377,Alonzo Gee,2015,4.5,0.5,0.0
4378,Arron Afflalo,2015,13.3,1.7,0.0
4379,CJ McCollum,2015,6.8,1.0,0.0
4380,Chris Kaman,2015,8.6,0.9,0.0
4381,Damian Lillard,2015,21.0,6.2,0.0
4382,Dorell Wright,2015,4.6,0.9,0.0
4383,Joel Freeland,2015,3.5,0.3,0.0
4385,Meyers Leonard,2015,5.9,0.6,0.0
4386,Nicolas Batum,2015,9.4,4.8,0.0
4387,Robin Lopez,2015,9.6,0.9,0.0
4389,Tim Frazier,2015,5.2,5.5,0.0
4238,Chris Jent,1997,2.0,0.3,0.0
4390,Victor Claver,2015,2.4,0.1,0.0
4391,Wesley Matthews,2015,15.9,2.3,0.0
4392,Allen Crabbe,2018,13.2,1.6,0.0
4393,Caris LeVert,2018,12.1,4.2,0.0
4394,D'Angelo Russell,2018,15.5,5.2,0.0
4395,Dante Cunningham,2018,5.7,0.7,0.0
4396,DeMarre Carroll,2018,13.5,2.0,0.0
4397,Isaiah Whitehead,2018,6.3,1.3,0.0
4398,Jacob Wiley,2018,0.8,0.4,0.0
4399,Jahlil Okafor,2018,6.3,0.4,0.0
4400,James Webb III,2018,1.6,0.4,0.0
4375,Will Barton,2014,4.0,0.8,0.0
4374,Wesley Matthews,2014,16.4,2.4,0.0
4373,Victor Claver,2014,2.2,0.6,0.0
4372,Thomas Robinson,2014,4.8,0.5,0.0
4348,Bruno Šundov,2005,1.2,0.1,0.0
4349,Jackie Butler,2005,3.3,0.0,0.0
4350,Jamal Crawford,2005,17.7,4.3,0.0
4351,Jamison Brewer,2005,1.7,0.7,0.0
4352,Jermaine Jackson,2005,2.0,1.1,0.0
4353,Jerome Williams,2005,4.5,0.5,0.0
4354,Kurt Thomas,2005,11.5,2.0,0.0
4355,Malik Rose,2005,7.0,0.8,0.0
4356,Maurice Taylor,2005,7.3,1.0,0.0
4357,Mike Sweetney,2005,8.4,0.6,0.0
4358,Stephon Marbury,2005,21.7,8.1,0.0
4359,Tim Thomas,2005,12.0,1.5,0.0
4360,Trevor Ariza,2005,5.9,1.1,0.0
4361,Allen Crabbe,2014,2.2,0.4,0.0
4362,CJ McCollum,2014,5.3,0.7,0.0
4363,Damian Lillard,2014,20.7,5.6,0.0
4364,Dorell Wright,2014,5.0,0.9,0.0
4365,Earl Watson,2014,0.5,1.2,0.0
4366,Joel Freeland,2014,3.3,0.7,0.0
4368,Meyers Leonard,2014,2.5,0.5,0.0
4369,Mo Williams,2014,9.7,4.3,0.0
4370,Nicolas Batum,2014,13.0,5.1,0.0
4371,Robin Lopez,2014,11.1,0.9,0.0
4401,Jarrett Allen,2018,8.2,0.7,0.0
4402,Jeremy Lin,2018,18.0,4.0,0.0
4403,Joe Harris,2018,10.8,1.6,0.0
4431,Kyle Korver,2006,11.5,2.0,0.0
4433,Lou Williams,2006,1.9,0.3,0.0
4434,Matt Barnes,2006,3.1,0.5,0.0
4435,Michael Bradley,2006,1.5,0.4,0.0
4436,Samuel Dalembert,2006,7.3,0.4,0.0
4437,Shavlik Randolph,2006,2.3,0.3,0.0
4438,Steven Hunter,2006,6.1,0.2,0.0
4439,Willie Green,2006,7.0,0.5,0.0
4440,Zendon Hamilton,2006,2.2,0.0,0.0
4441,Allen Iverson,2007,26.3,7.2,0.0
4442,Anthony Carter,2007,3.0,5.5,0.0
4444,DerMarr Johnson,2007,3.5,0.4,0.0
4445,Eduardo Nájera,2007,6.6,0.9,0.0
4446,J.R. Smith,2007,13.0,1.4,0.0
4447,Jamal Sampson,2007,1.1,0.2,0.0
4448,Kenyon Martin,2007,9.5,0.5,0.0
4449,Linas Kleiza,2007,7.6,0.6,0.0
4450,Marcus Camby,2007,11.2,3.2,0.0
4451,Nenê,2007,12.2,1.2,0.0
4452,Reggie Evans,2007,4.9,0.7,0.0
4453,Steve Blake,2007,6.4,5.0,0.0
4454,Yakhouba Diawara,2007,4.4,0.9,0.0
4455,Allen Iverson,2008,26.4,7.1,0.0
4456,Anthony Carter,2008,7.8,5.5,0.0
4432,Lee Nailon,2006,4.2,0.3,0.0
4430,Kevin Ollie,2006,2.7,1.4,0.0
4404,Milton Doyle,2018,3.4,1.0,0.0
4429,John Salmons,2006,7.5,2.7,0.0
4405,Nik Stauskas,2018,4.4,1.0,0.0
4406,Quincy Acy,2018,5.9,0.8,0.0
4407,Rondae Hollis-Jefferson,2018,13.9,2.5,0.0
4408,Spencer Dinwiddie,2018,12.6,6.6,0.0
4409,Timofey Mozgov,2018,4.2,0.4,0.0
4410,Allen Crabbe,2020,4.6,0.9,0.0
4411,D'Angelo Russell,2020,23.1,6.3,0.0
4412,Jacob Evans,2020,4.4,1.1,0.0
4413,Jake Layman,2020,9.1,0.7,0.0
4414,James Johnson,2020,8.4,2.3,0.0
4415,Jarred Vanderbilt,2020,1.1,0.2,0.0
4416,Jarrett Culver,2020,9.2,1.7,0.0
4417,Jaylen Nowell,2020,3.8,1.3,0.0
4418,Jordan McLaughlin,2020,7.6,4.2,0.0
4419,Josh Okogie,2020,8.6,1.6,0.0
4420,Juancho Hernangómez,2020,6.0,0.8,0.0
4421,Karl-Anthony Towns,2020,26.5,4.4,0.0
4422,Kelan Martin,2020,6.4,0.7,0.0
4423,Malik Beasley,2020,11.2,1.4,0.0
4424,Naz Reid,2020,9.0,1.2,0.0
4426,Andre Iguodala,2006,12.3,3.1,0.0
4427,Chris Webber,2006,20.2,3.4,0.0
4428,Deng Gai,2006,0.0,0.0,0.0
4347,Anfernee Hardaway,2005,7.3,2.0,0.0
4346,Allan Houston,2005,11.9,2.1,0.0
4345,Vin Baker,2004,9.8,1.2,0.0
4265,Chris Childs,1999,6.8,4.0,0.0
4267,David Wingate,1999,0.7,0.3,0.0
4268,Herb Williams,1999,1.7,0.0,0.0
4269,Kurt Thomas,1999,8.1,1.1,0.0
4270,Larry Johnson,1999,12.0,2.4,0.0
4271,Latrell Sprewell,1999,16.4,2.5,0.0
4272,Marcus Camby,1999,7.2,0.3,0.0
4273,Patrick Ewing,1999,17.3,1.1,0.0
4274,Rick Brunson,1999,1.0,1.1,0.0
4275,Allan Houston,2000,19.7,2.7,0.0
4276,Andrew Lang,2000,3.1,0.2,0.0
4277,Charlie Ward,2000,7.3,4.2,0.0
4278,Chris Childs,2000,5.3,4.0,0.0
4279,Chris Dudley,2000,1.2,0.1,0.0
4280,David Wingate,2000,0.3,0.4,0.0
4281,DeMarco Johnson,2000,1.2,0.0,0.0
4282,John Wallace,2000,6.5,0.4,0.0
4283,Kurt Thomas,2000,8.0,1.0,0.0
4284,Larry Johnson,2000,10.7,2.5,0.0
4285,Latrell Sprewell,2000,18.6,4.0,0.0
4286,Marcus Camby,2000,10.2,0.8,0.0
4287,Patrick Ewing,2000,15.0,0.9,0.0
4288,Rick Brunson,2000,1.9,1.3,0.0
4289,Allan Houston,2001,18.7,2.2,0.0
4266,Chris Dudley,1999,2.5,0.2,0.0
4264,Charlie Ward,1999,7.6,5.4,0.0
4291,Felton Spencer,2001,2.2,0.1,0.0
4263,Ben Davis,1999,2.1,0.4,0.0
4239,Herb Williams,1997,1.9,0.2,0.0
4240,John Starks,1997,13.8,2.8,0.0
4241,John Wallace,1997,4.8,0.5,0.0
4242,Larry Johnson,1997,12.8,2.3,0.0
4244,Scott Brooks,1997,1.5,0.8,0.0
4245,Walter McCarty,1997,1.8,0.4,0.0
4246,Allan Houston,1998,18.4,2.6,0.0
4247,Anthony Bowie,1998,2.8,0.4,0.0
4248,Ben Davis,1998,0.6,0.0,0.0
4249,Brooks Thompson,1998,2.0,0.9,0.0
4250,Buck Williams,1998,4.9,0.5,0.0
4251,Charles Oakley,1998,9.0,2.5,0.0
4252,Charlie Ward,1998,7.8,5.7,0.0
4253,Chris Childs,1998,6.3,3.9,0.0
4254,Chris Dudley,1998,3.1,0.4,0.0
4255,Chris Mills,1998,9.7,1.7,0.0
4256,Herb Williams,1998,1.4,0.1,0.0
4257,John Starks,1998,12.9,2.7,0.0
4258,Larry Johnson,1998,15.5,2.1,0.0
4259,Patrick Ewing,1998,20.8,1.1,0.0
4260,Pete Myers,1998,1.6,0.3,0.0
4261,Terry Cummings,1998,6.3,0.6,0.0
4262,Allan Houston,1999,16.3,2.7,0.0
4290,Charlie Ward,2001,7.1,4.5,0.0
4292,Glen Rice,2001,12.0,1.2,0.0
4344,Tim Thomas,2004,14.7,1.9,0.0
4319,Clarence Weatherspoon,2003,6.6,0.9,0.0
4321,Howard Eisley,2003,9.1,5.4,0.0
4322,Kurt Thomas,2003,14.0,2.0,0.0
4323,Latrell Sprewell,2003,16.4,4.5,0.0
4324,Lavor Postell,2003,3.6,0.3,0.0
4325,Lee Nailon,2003,5.5,0.7,0.0
4326,Michael Doleac,2003,4.4,0.6,0.0
4327,Othella Harrington,2003,7.7,0.8,0.0
4328,Shandon Anderson,2003,8.4,1.1,0.0
4329,Travis Knight,2003,1.9,0.4,0.0
4330,Allan Houston,2004,18.5,2.0,0.0
4331,Anfernee Hardaway,2004,9.2,2.3,0.0
4332,Bruno Šundov,2004,2.2,0.2,0.0
4333,Cezary Trybański,2004,0.1,0.0,0.0
4334,DerMarr Johnson,2004,5.4,0.5,0.0
4335,Dikembe Mutombo,2004,5.6,0.4,0.0
4336,Frank Williams,2004,3.9,2.2,0.0
4337,Kurt Thomas,2004,11.1,1.9,0.0
4338,Mike Sweetney,2004,4.3,0.3,0.0
4339,Moochie Norris,2004,3.5,1.8,0.0
4340,Nazr Mohammed,2004,7.4,0.5,0.0
4341,Othella Harrington,2004,4.6,0.5,0.0
4342,Shandon Anderson,2004,7.9,1.5,0.0
4343,Stephon Marbury,2004,20.2,8.9,0.0
4320,Frank Williams,2003,1.3,1.6,0.0
4318,Charlie Ward,2003,7.2,4.6,0.0
4293,Kurt Thomas,2001,10.4,0.8,0.0
4317,Allan Houston,2003,22.5,2.7,0.0
4294,Larry Johnson,2001,9.9,2.0,0.0
4295,Latrell Sprewell,2001,17.7,3.5,0.0
4296,Lavor Postell,2001,2.3,0.2,0.0
4297,Luc Longley,2001,2.0,0.3,0.0
4298,Marcus Camby,2001,12.0,0.8,0.0
4299,Mark Jackson,2001,7.6,8.0,0.0
4300,Othella Harrington,2001,9.0,0.8,0.0
4301,Rick Brunson,2001,2.1,1.4,0.0
4302,Travis Knight,2001,0.6,0.1,0.0
4303,Allan Houston,2002,20.4,2.5,0.0
4304,Charlie Ward,2002,5.2,3.2,0.0
4305,Clarence Weatherspoon,2002,8.8,1.1,0.0
4306,Felton Spencer,2002,0.9,0.1,0.0
4307,Howard Eisley,2002,4.4,2.6,0.0
4308,Kurt Thomas,2002,13.9,1.1,0.0
4309,Larry Robinson,2002,1.5,0.0,0.0
4310,Latrell Sprewell,2002,19.4,3.9,0.0
4311,Lavor Postell,2002,4.0,0.2,0.0
4312,Marcus Camby,2002,11.1,1.1,0.0
4313,Mark Jackson,2002,8.4,7.4,0.0
4314,Othella Harrington,2002,7.7,0.5,0.0
4315,Shandon Anderson,2002,5.0,0.9,0.0
4316,Travis Knight,2002,2.0,0.2,0.0
4013,Alexis Ajinça,2009,2.3,0.1,0.0
4012,Travis Wear,2015,3.9,0.8,0.0
4011,Tim Hardaway Jr.,2015,11.5,1.8,0.0
3718,Kostas Antetokounmpo,2020,1.4,0.4,0.0
3706,Tyson Chandler,2019,3.1,0.7,0.0
3707,Alex Caruso,2020,5.5,1.9,0.0
3709,Avery Bradley,2020,8.6,1.3,0.0
3710,Danny Green,2020,8.0,1.3,0.0
3711,Devontae Cacok,2020,6.0,1.0,0.0
3712,Dion Waiters,2020,11.1,2.0,0.0
3713,Dwight Howard,2020,7.5,0.7,0.0
3714,J.R. Smith,2020,2.8,0.5,0.0
3715,JaVale McGee,2020,6.6,0.5,0.0
3716,Jared Dudley,2020,1.5,0.6,0.0
3717,Kentavious Caldwell-Pope,2020,9.3,1.6,0.0
3719,Kyle Kuzma,2020,12.8,1.3,0.0
4010,Shane Larkin,2015,6.2,3.0,0.0
3721,Markieff Morris,2020,9.7,1.3,0.0
3722,Quinn Cook,2020,5.1,1.1,0.0
3723,Rajon Rondo,2020,7.1,5.0,0.0
3724,Talen Horton-Tucker,2020,5.7,1.0,0.0
3725,Alex Caruso,2021,6.4,2.8,0.0
3726,Alfonzo McKinnie,2021,3.1,0.2,0.0
3727,Andre Drummond,2021,14.9,2.0,0.0
3728,Anthony Davis,2021,21.8,3.1,0.0
3729,Ben McLemore,2021,7.7,0.7,0.0
3730,Dennis Schröder,2021,15.4,5.8,0.0
3731,Devontae Cacok,2021,2.0,0.1,0.0
3705,Scott Machado,2019,2.5,0.8,0.0
3704,Reggie Bullock,2019,11.3,2.0,0.0
3703,Rajon Rondo,2019,9.2,8.0,0.0
3702,Moritz Wagner,2019,4.8,0.6,0.0
3678,Julius Randle,2018,16.1,2.6,0.0
3679,Kentavious Caldwell-Pope,2018,13.4,2.2,0.0
3680,Kyle Kuzma,2018,16.1,1.8,0.0
3681,Lonzo Ball,2018,10.2,7.2,0.0
3682,Luol Deng,2018,2.0,1.0,0.0
3683,Thomas Bryant,2018,1.5,0.4,0.0
3684,Travis Wear,2018,4.4,0.4,0.0
3685,Tyler Ennis,2018,4.1,1.9,0.0
3686,Vander Blue,2018,0.6,0.6,0.0
3687,Alex Caruso,2019,9.2,3.1,0.0
3688,Andre Ingram,2019,0.0,0.0,0.0
3689,Brandon Ingram,2019,18.3,3.0,0.0
3690,Isaac Bonga,2019,0.9,0.7,0.0
3691,JaVale McGee,2019,12.0,0.7,0.0
3692,Jemerrio Jones,2019,4.5,2.2,0.0
3693,Johnathan Williams,2019,6.5,0.5,0.0
3694,Josh Hart,2019,7.8,1.4,0.0
3695,Kentavious Caldwell-Pope,2019,11.4,1.3,0.0
3696,Kyle Kuzma,2019,18.7,2.5,0.0
3697,Lance Stephenson,2019,7.2,2.1,0.0
3699,Lonzo Ball,2019,9.9,5.4,0.0
3700,Michael Beasley,2019,7.0,1.0,0.0
3701,Mike Muscala,2019,7.0,1.2,0.0
3732,Jared Dudley,2021,0.5,0.4,0.0
3733,Kentavious Caldwell-Pope,2021,9.7,1.9,0.0
3734,Kostas Antetokounmpo,2021,0.8,0.1,0.0
3762,Hedo Türkoğlu,2004,9.2,1.9,0.0
3764,Kevin Willis,2004,3.4,0.2,0.0
3765,Malik Rose,2004,7.9,1.0,0.0
3766,Manu Ginóbili,2004,12.8,3.8,0.0
3767,Matt Carroll,2004,1.2,0.1,0.0
3768,Rasho Nesterović,2004,8.7,1.4,0.0
3769,Robert Horry,2004,4.8,1.2,0.0
3770,Ron Mercer,2004,5.0,0.6,0.0
3771,Shane Heal,2004,3.7,0.8,0.0
3773,Tony Parker,2004,14.7,5.5,0.0
3774,Alex Garcia,2005,5.5,2.3,0.0
3775,Boštjan Nachbar,2005,7.0,1.0,0.0
3776,Casey Jacobsen,2005,6.5,1.3,0.0
3777,Chris Andersen,2005,7.7,1.1,0.0
3778,Corsley Edwards,2005,2.7,0.3,0.0
3779,Dan Dickau,2005,12.5,4.9,0.0
3780,David West,2005,6.2,0.8,0.0
3781,George Lynch,2005,3.7,2.0,0.0
3782,J.R. Smith,2005,10.3,1.9,0.0
3783,Jackson Vroman,2005,4.6,0.9,0.0
3784,Jamaal Magloire,2005,11.7,1.3,0.0
3785,Junior Harrington,2005,5.6,2.1,0.0
3786,Lee Nailon,2005,14.2,1.6,0.0
3787,Lonny Baxter,2005,1.5,0.0,0.0
3763,Jason Hart,2004,3.3,1.5,0.0
3761,Devin Brown,2004,4.0,0.6,0.0
3735,Kyle Kuzma,2021,12.9,1.9,0.0
3760,Charlie Ward,2004,6.0,3.0,0.0
3737,Marc Gasol,2021,5.0,2.1,0.0
3738,Markieff Morris,2021,6.7,1.2,0.0
3739,Montrezl Harrell,2021,13.5,1.1,0.0
3740,Talen Horton-Tucker,2021,9.0,2.8,0.0
3741,Wesley Matthews,2021,4.8,0.9,0.0
3742,Alex English,1991,9.7,1.3,0.0
3743,Brad Davis,1991,5.4,2.9,0.0
3744,Derek Harper,1991,19.7,7.1,0.0
3745,Fat Lever,1991,7.3,3.0,0.0
3746,Herb Williams,1991,12.5,1.6,0.0
3747,Howard Wright,1991,3.6,0.2,0.0
3748,James Donaldson,1991,10.0,0.8,0.0
3749,Jim Grandholm,1991,3.0,0.3,0.0
3750,John Shasky,1991,2.6,0.2,0.0
3751,Kelvin Upshaw,1991,5.6,1.8,0.0
3752,Randy White,1991,8.8,0.8,0.0
3753,Rodney McCray,1991,11.4,3.5,0.0
3754,Rolando Blackman,1991,19.9,3.8,0.0
3755,Roy Tarpley,1991,20.4,2.4,0.0
3756,Steve Alford,1991,4.4,0.6,0.0
3757,Alex Garcia,2004,1.5,0.0,0.0
3758,Anthony Carter,2004,4.4,2.4,0.0
3759,Bruce Bowen,2004,6.9,1.4,0.0
3677,Josh Hart,2018,7.9,1.3,0.0
3676,Ivica Zubac,2018,3.7,0.6,0.0
3675,Isaiah Thomas,2018,15.2,4.8,0.0
3592,Dell Curry,2000,7.6,1.3,0.0
3594,Haywoode Workman,2000,2.4,1.7,0.0
3595,John Thomas,2000,2.1,0.2,0.0
3596,Kevin Willis,2000,7.6,0.6,0.0
3597,Michael Stewart,2000,1.4,0.1,0.0
3598,Muggsy Bogues,2000,5.1,3.7,0.0
3599,Sean Marks,2000,1.6,0.0,0.0
3600,Tracy McGrady,2000,15.4,3.3,0.0
3602,Aleksandar Radojević,2005,1.6,0.5,0.0
3603,Andrei Kirilenko,2005,15.6,3.2,0.0
3604,Ben Handlogten,2005,4.5,0.6,0.0
3605,Carlos Boozer,2005,17.8,2.8,0.0
3606,Curtis Borchardt,2005,3.0,0.7,0.0
3607,Gordan Giriček,2005,8.8,1.7,0.0
3608,Howard Eisley,2005,5.6,3.4,0.0
3609,Jarron Collins,2005,4.3,1.2,0.0
3610,Keith McLeod,2005,7.8,4.5,0.0
3611,Kirk Snyder,2005,5.0,0.5,0.0
3612,Kris Humphries,2005,4.1,0.6,0.0
3613,Matt Harpring,2005,14.0,1.8,0.0
3614,Mehmet Okur,2005,12.9,2.0,0.0
3615,Raja Bell,2005,12.3,1.4,0.0
3616,Randy Livingston,2005,3.8,2.6,0.0
3617,Raül López,2005,5.2,4.0,0.0
3593,Doug Christie,2000,12.4,4.4,0.0
3591,Dee Brown,2000,6.9,2.3,0.0
3619,Andrew Wiggins,2020,21.8,3.7,0.0
3590,Charles Oakley,2000,6.9,3.2,0.0
3567,Matt Geiger,1994,7.2,0.4,0.0
3568,Rony Seikaly,1994,15.1,1.9,0.0
3569,Steve Smith,1994,17.3,5.1,0.0
3570,Willie Burton,1994,7.0,0.7,0.0
3571,Aleksandar Djordjevic,1997,3.1,0.6,0.0
3572,Arvydas Sabonis,1997,13.4,2.1,0.0
3573,Chris Dudley,1997,3.9,0.5,0.0
3574,Clifford Robinson,1997,15.1,3.2,0.0
3575,Dontonio Wingfield,1997,4.5,1.0,0.0
3576,Ennis Whatley,1997,1.3,1.0,0.0
3577,Gary Trent,1997,10.8,1.1,0.0
3578,Isaiah Rider,1997,16.1,2.6,0.0
3579,Jermaine O'Neal,1997,4.1,0.2,0.0
3580,Kenny Anderson,1997,17.5,7.1,0.0
3581,Marcus Brown,1997,3.9,1.0,0.0
3582,Mitchell Butler,1997,3.0,0.6,0.0
3583,Rasheed Wallace,1997,15.1,1.2,0.0
3584,Ruben Nembhard,1997,4.0,1.7,0.0
3585,Rumeal Robinson,1997,3.3,1.4,0.0
3586,Stacey Augmon,1997,4.7,0.9,0.0
3587,Aleksandar Radojević,2000,2.3,0.3,0.0
3588,Alvin Williams,2000,5.3,2.3,0.0
3589,Antonio Davis,2000,11.5,1.3,0.0
3618,Alen Smailagić,2020,4.2,0.9,0.0
3620,Chasson Randle,2020,1.7,1.7,0.0
3674,Gary Payton II,2018,3.0,0.9,0.0
3647,Kevon Looney,2021,4.1,2.0,0.0
3649,Mychal Mulder,2021,5.6,0.4,0.0
3650,Nico Mannion,2021,4.1,2.3,0.0
3652,Alex Acker,2006,1.8,0.8,0.0
3653,Amir Johnson,2006,6.7,1.0,0.0
3654,Antonio McDyess,2006,7.8,1.1,0.0
3655,Ben Wallace,2006,7.3,1.9,0.0
3656,Carlos Delfino,2006,3.6,0.6,0.0
3658,Dale Davis,2006,0.9,0.2,0.0
3659,Jason Maxiell,2006,2.3,0.1,0.0
3660,Kelvin Cato,2006,3.6,0.1,0.0
3661,Lindsey Hunter,2006,2.9,2.1,0.0
3662,Maurice Evans,2006,5.0,0.8,0.0
3663,Rasheed Wallace,2006,15.1,2.3,0.0
3664,Richard Hamilton,2006,20.1,3.4,0.0
3665,Tayshaun Prince,2006,14.1,2.3,0.0
3666,Tony Delk,2006,7.6,1.4,0.0
3667,Alex Caruso,2018,3.6,2.0,0.0
3668,Andre Ingram,2018,12.0,3.5,0.0
3669,Andrew Bogut,2018,1.5,0.6,0.0
3670,Brandon Ingram,2018,16.1,3.9,0.0
3671,Brook Lopez,2018,13.0,1.7,0.0
3672,Channing Frye,2018,5.0,0.7,0.0
3673,Derrick Williams,2018,1.0,0.0,0.0
3648,Marquese Chriss,2021,6.5,1.0,0.0
3646,Kent Bazemore,2021,7.2,1.6,0.0
3621,Damion Lee,2020,12.7,2.7,0.0
3645,Kelly Oubre Jr.,2021,15.4,1.3,0.0
3622,Dragan Bender,2020,6.7,1.8,0.0
3623,Draymond Green,2020,8.0,6.2,0.0
3624,Eric Paschall,2020,14.0,2.1,0.0
3625,Jeremy Pargo,2020,8.3,2.7,0.0
3626,Jordan Poole,2020,8.8,2.4,0.0
3627,Juan Toscano-Anderson,2020,5.3,2.0,0.0
3628,Kevon Looney,2020,3.4,1.0,0.0
3629,Ky Bowman,2020,7.4,2.9,0.0
3630,Marquese Chriss,2020,9.3,1.9,0.0
3631,Mychal Mulder,2020,11.0,1.1,0.0
3632,Omari Spellman,2020,7.6,1.0,0.0
3633,Stephen Curry,2020,20.8,6.6,0.0
3634,Zach Norvell,2020,2.0,0.6,0.0
3635,Alen Smailagić,2021,1.9,0.3,0.0
3636,Andrew Wiggins,2021,18.6,2.4,0.0
3637,Damion Lee,2021,6.5,1.3,0.0
3638,Draymond Green,2021,7.0,8.9,0.0
3639,Eric Paschall,2021,9.5,1.3,0.0
3640,Gary Payton II,2021,2.5,0.1,0.0
3641,James Wiseman,2021,11.5,0.7,0.0
3642,Jordan Bell,2021,2.5,1.2,0.0
3643,Jordan Poole,2021,12.0,1.9,0.0
3644,Juan Toscano-Anderson,2021,5.7,2.8,0.0
